method,dataset,profile_percentage,dispersion,SFD,kl_div_pool_profile,fair_representation,pNDKL,NDKL,avg_sat_10,avg_sat_20,avg_sat_30,avg_sat_40,avg_sat_50,result,pool_grp_cnts,profile_grp_cnts,consensusranking_grp_cnts
PREFAIR,synthetic-0.4,1.0,0.4,0.0,0.0,1.0,0.0,0.0,0.09799999999999998,0.09799999999999998,0.19199999999999995,0.19199999999999995,0.28800000000000003,"['0', '42', '65', '95', '1', '37', '59', '87', '2', '35', '53', '86', '3', '34', '58', '84', '18', '39', '64', '85']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,0.2,0.6,1.1877759439701006,1.1222391722277965,0.0,1.3602437569378854,0.6805160006498937,0.63,0.92,0.93,0.93,0.93,"['0', '1', '3', '2', '13', '9', '17', '16', '8', '10', '12', '11', '7', '5', '6', '24', '23', '21', '22', '28']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
MC4,synthetic-0.6,0.2,0.6,1.386289780208865,1.1222391722277965,0.0,1.386289780208865,0.0,0.48,0.8,0.82,0.86,1.0,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.6,0.2,0.6,1.386289780208865,1.1222391722277965,0.0,1.386289780208865,0.0,0.63,0.92,0.97,0.99,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.6,0.2,0.6,1.1877759439701006,1.1222391722277965,0.0,1.1968296544495223,0.4957291952700945,0.63,0.92,0.95,0.98,0.99,"['0', '1', '2', '3', '28', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
RAPF,synthetic-0.6,0.2,0.6,1.3862897802088647,1.1222391722277965,0.0,1.3862897802088647,0.0,0.44200000000000006,0.812,0.8829999999999998,0.977,0.985,"['1', '2', '3', '8', '4', '10', '0', '6', '9', '5', '12', '7', '11', '15', '14', '13', '17', '16', '21', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,0.2,0.6,1.0612082778324712,1.1222391722277965,0.0,1.3436374364917416,0.672463665969716,0.63,0.92,0.97,0.99,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '28', '26']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 18, 'grp_2': 2}"
PREFAIR,synthetic-0.6,0.2,0.6,0.0,1.1222391722277965,1.0,0.0,0.0,0.33,0.33,0.63,0.63,0.77,"['0', '86', '28', '63', '1', '91', '26', '56', '3', '75', '35', '53', '2', '79', '47', '55', '13', '81', '33', '71']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,0.4,0.6,1.0612082778324712,0.6969296694864817,0.0,1.3094880832972606,0.6331198230322809,0.43,0.785,0.8,0.8,0.81,"['0', '1', '3', '2', '13', '9', '17', '16', '8', '10', '12', '11', '7', '5', '6', '29', '24', '28', '23', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 18, 'grp_2': 2}"
MC4,synthetic-0.6,0.4,0.6,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.43,0.695,0.72,0.84,0.99,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.6,0.4,0.6,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.43,0.785,0.93,0.97,0.99,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.6,0.4,0.6,1.0612082778324712,0.6969296694864817,0.0,0.8567784261259407,0.29557606423163774,0.0,0.43,0.785,0.93,0.97,"['25', '26', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 18, 'grp_2': 2}"
RAPF,synthetic-0.6,0.4,0.6,0.7388447049233102,0.6969296694864816,0.0,0.7475536835240744,0.1911827425086309,0.36450000000000005,0.5149999999999999,0.7055,0.762,0.8475000000000001,"['1', '2', '29', '25', '3', '8', '4', '32', '10', '0', '26', '28', '6', '9', '5', '30', '12', '31', '7', '11']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 13, 'grp_2': 7}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,0.4,0.6,0.6931441728290634,0.6969296694864817,0.0,1.1223063761686976,0.47838571093150956,0.43,0.785,0.93,0.97,0.99,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 10, 'grp_2': 10}"
PREFAIR,synthetic-0.6,0.4,0.6,0.0,0.6969296694864817,1.0,0.0,0.0,0.215,0.215,0.43,0.43,0.57,"['0', '33', '53', '89', '1', '32', '59', '90', '3', '31', '55', '88', '2', '30', '64', '85', '13', '29', '57', '92']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,0.6,0.6,1.0612082778324712,0.3026214156834812,0.0,1.3094880832972606,0.6331198230322809,0.31666666666666665,0.6033333333333334,0.6266666666666666,0.63,0.66,"['0', '1', '3', '2', '13', '9', '17', '16', '8', '10', '12', '11', '7', '5', '6', '29', '24', '28', '23', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}","{'grp_1': 18, 'grp_2': 2}"
MC4,synthetic-0.6,0.6,0.6,1.386289780208865,0.3026214156834812,0.0,1.386289780208865,0.0,0.3133333333333333,0.5633333333333332,0.62,0.8233333333333333,0.9766666666666667,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.6,0.6,0.6,1.386289780208865,0.3026214156834812,0.0,1.386289780208865,0.0,0.31666666666666665,0.6033333333333334,0.82,0.9366666666666668,0.9766666666666667,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.6,0.6,0.6,0.6557046937182424,0.3026214156834812,0.0,0.5395993704639604,0.25420333863989103,0.0,0.0,0.16,0.47,0.7266666666666666,"['50', '25', '26', '51', '27', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}","{'grp_1': 15, 'grp_2': 3, 'grp_3': 2}"
RAPF,synthetic-0.6,0.6,0.6,0.3625278696909525,0.3026214156834812,0.0,0.41383694223887757,0.1515285016695213,0.14800000000000002,0.2776666666666667,0.4033333333333332,0.46299999999999997,0.57,"['1', '52', '29', '25', '2', '32', '50', '3', '8', '26', '4', '28', '10', '30', '0', '55', '31', '6', '51', '27']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}","{'grp_1': 8, 'grp_2': 8, 'grp_3': 4}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,0.6,0.6,0.2902255450194747,0.3026214156834812,0.0,0.9030551123746949,0.645486618156711,0.31666666666666665,0.6033333333333334,0.82,0.9,0.9,"['0', '1', '2', '3', '4', '5', '6', '25', '26', '27', '28', '29', '30', '31', '50', '51', '52', '53', '54', '56']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}","{'grp_1': 7, 'grp_2': 7, 'grp_3': 6}"
PREFAIR,synthetic-0.6,0.6,0.6,0.0,0.3026214156834812,1.0,0.0,0.0,0.16,0.16,0.31666666666666665,0.31666666666666665,0.44999999999999996,"['0', '33', '55', '90', '1', '32', '54', '81', '3', '31', '56', '85', '2', '30', '53', '83', '13', '29', '52', '80']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,0.8,0.6,1.0612082778324712,0.031230583656427113,0.0,1.3094880832972606,0.6331198230322809,0.245,0.4825,0.52,0.5225,0.5975,"['0', '1', '3', '2', '13', '9', '17', '16', '8', '10', '12', '11', '7', '5', '6', '29', '24', '28', '23', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}","{'grp_1': 18, 'grp_2': 2}"
MC4,synthetic-0.6,0.8,0.6,1.386289780208865,0.031230583656427113,0.0,1.386289780208865,0.0,0.245,0.4625,0.5675,0.7825,0.9475,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}",{'grp_1': 20}
BORDA,synthetic-0.6,0.8,0.6,1.386289780208865,0.031230583656427113,0.0,1.386289780208865,0.0,0.245,0.4825,0.6975,0.8675,0.9475,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}",{'grp_1': 20}
EPIRA,synthetic-0.6,0.8,0.6,0.38736268895865417,0.031230583656427113,0.07692307692307693,0.2551432249138594,0.2551432249138594,0.0,0.0,0.0,0.125,0.365,"['75', '50', '51', '25', '52', '26', '27', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}","{'grp_1': 13, 'grp_2': 3, 'grp_3': 3, 'grp_4': 1}"
RAPF,synthetic-0.6,0.8,0.6,0.14668623043990364,0.031230583656427113,0.14285714285714285,0.18221681287082597,0.18221681287082597,0.10775000000000001,0.18049999999999997,0.22750000000000004,0.313,0.37275,"['1', '79', '52', '29', '50', '25', '2', '55', '32', '3', '8', '51', '26', '56', '4', '28', '10', '30', '53', '0']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}","{'grp_1': 7, 'grp_2': 6, 'grp_3': 6, 'grp_4': 1}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,0.8,0.6,0.0,0.031230583656427113,1.0,0.703885550281976,0.703885550281976,0.245,0.4825,0.6,0.6,0.6,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.6,0.8,0.6,0.0,0.031230583656427113,1.0,0.0,0.0,0.125,0.125,0.245,0.245,0.3625,"['0', '33', '55', '80', '1', '32', '54', '78', '3', '31', '56', '79', '2', '30', '53', '77', '13', '29', '52', '76']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,1.0,0.6,1.0612082778324712,0.0,0.0,1.3094880832972606,0.6331198230322809,0.19799999999999998,0.3899999999999999,0.47,0.47200000000000003,0.588,"['0', '1', '3', '2', '13', '9', '17', '16', '8', '10', '12', '11', '7', '5', '6', '29', '24', '28', '23', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 18, 'grp_2': 2}"
MC4,synthetic-0.6,1.0,0.6,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19599999999999995,0.384,0.536,0.7239999999999999,0.8960000000000001,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
BORDA,synthetic-0.6,1.0,0.6,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19799999999999998,0.3899999999999999,0.5780000000000001,0.754,0.8960000000000001,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.6,1.0,0.6,0.28040437584784794,0.0,0.16666666666666669,0.3639615643330878,0.3639615643330878,0.0,0.0,0.0,0.0,0.19799999999999998,"['75', '50', '51', '76', '25', '26', '52', '77', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 12, 'grp_2': 2, 'grp_3': 3, 'grp_4': 3}"
RAPF,synthetic-0.6,1.0,0.6,0.0,0.0,1.0,0.0,0.0,0.08819999999999997,0.09779999999999997,0.12759999999999994,0.19519999999999996,0.2546,"['1', '79', '52', '29', '76', '50', '25', '2', '77', '55', '32', '3', '8', '75', '51', '26', '78', '56', '4', '28']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,1.0,0.6,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.19799999999999998,0.3899999999999999,0.488,0.488,0.488,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '79', '78']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.6,1.0,0.6,0.0,0.0,1.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.19799999999999998,0.19799999999999998,0.294,"['0', '33', '55', '80', '1', '32', '54', '78', '3', '31', '56', '79', '2', '30', '53', '77', '13', '29', '52', '76']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.8,0.2,0.8,1.386289780208865,1.2183470183146,0.0,1.386289780208865,0.0,0.68,0.93,0.93,0.93,0.93,"['0', '1', '2', '14', '8', '9', '11', '10', '7', '6', '5', '4', '3', '22', '20', '18', '17', '16', '15', '13']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-0.8,0.2,0.8,1.386289780208865,1.2183470183146,0.0,1.386289780208865,0.0,0.65,0.94,0.94,0.95,1.0,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.8,0.2,0.8,1.386289780208865,1.2183470183146,0.0,1.386289780208865,0.0,0.68,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.8,0.2,0.8,1.1877759439701006,1.2183470183146,0.0,1.2774529749710508,0.5810247208043617,0.68,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '28', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
RAPF,synthetic-0.8,0.2,0.8,1.3862897802088647,1.2183470183145997,0.0,1.3862897802088647,0.0,0.6000000000000001,0.9640000000000001,0.991,1.0,1.0,"['2', '0', '3', '1', '4', '7', '11', '5', '6', '8', '13', '9', '15', '10', '14', '16', '12', '18', '17', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,0.2,0.8,1.1877759439701006,1.2183470183146,0.0,1.3602437569378854,0.6805160006498937,0.68,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '28']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
PREFAIR,synthetic-0.8,0.2,0.8,0.0,1.2183470183146,1.0,0.0,0.0,0.4,0.4,0.68,0.68,0.93,"['0', '39', '63', '90', '1', '28', '53', '75', '2', '47', '56', '81', '14', '35', '64', '92', '8', '34', '52', '80']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.8,0.4,0.8,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.465,0.685,0.69,0.695,0.71,"['0', '1', '2', '14', '8', '9', '11', '10', '7', '6', '5', '4', '3', '22', '19', '20', '18', '17', '16', '15']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-0.8,0.4,0.8,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.455,0.76,0.765,0.815,0.995,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.8,0.4,0.8,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.465,0.86,0.975,0.99,0.995,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.8,0.4,0.8,1.0612082778324712,0.6969296694864817,0.0,0.8567784261259407,0.29557606423163774,0.0,0.465,0.86,0.975,0.99,"['25', '26', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 18, 'grp_2': 2}"
RAPF,synthetic-0.8,0.4,0.8,0.7388447049233102,0.6969296694864816,0.0,0.751990306244577,0.19394887825174992,0.45100000000000007,0.6245,0.8055,0.8965000000000002,0.966,"['2', '0', '27', '3', '1', '28', '4', '25', '7', '11', '26', '30', '5', '31', '6', '8', '13', '9', '34', '15']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 13, 'grp_2': 7}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,0.4,0.8,0.6931441728290634,0.6969296694864817,0.0,1.1223063761686976,0.47838571093150956,0.465,0.86,0.975,0.99,0.995,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 10, 'grp_2': 10}"
PREFAIR,synthetic-0.8,0.4,0.8,0.0,0.6969296694864817,1.0,0.0,0.0,0.235,0.235,0.465,0.465,0.685,"['0', '32', '89', '57', '1', '27', '84', '67', '2', '29', '99', '64', '14', '28', '92', '55', '8', '26', '85', '51']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.8,0.6,0.8,1.386289780208865,0.31289858481091526,0.0,1.386289780208865,0.0,0.32666666666666666,0.48666666666666664,0.5166666666666666,0.5233333333333333,0.6166666666666667,"['0', '1', '2', '14', '8', '9', '11', '10', '7', '6', '5', '4', '3', '22', '19', '20', '18', '17', '16', '15']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-0.8,0.6,0.8,1.386289780208865,0.31289858481091526,0.0,1.386289780208865,0.0,0.3233333333333333,0.6299999999999999,0.7066666666666666,0.8233333333333335,0.99,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.8,0.6,0.8,1.386289780208865,0.31289858481091526,0.0,1.386289780208865,0.0,0.32666666666666666,0.6366666666666666,0.8666666666666667,0.96,0.99,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.8,0.6,0.8,0.6557046937182424,0.31289858481091526,0.0,0.6488224478652365,0.30122862555033514,0.0,0.0,0.32666666666666666,0.6366666666666666,0.8666666666666667,"['50', '25', '26', '27', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '51', '13', '14']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}","{'grp_1': 15, 'grp_2': 3, 'grp_3': 2}"
