method,dataset,profile_percentage,dispersion,SFD,kl_div_pool_profile,fair_representation,pNDKL,NDKL,avg_sat_10,avg_sat_20,avg_sat_30,avg_sat_40,avg_sat_50,result,pool_grp_cnts,profile_grp_cnts,consensusranking_grp_cnts
MC4,synthetic-0.6,0.2,0.6,1.386289780208865,1.1222391722277965,0.0,1.386289780208865,0.0,0.48,0.8,0.82,0.86,1.0,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.6,0.2,0.6,1.386289780208865,1.1222391722277965,0.0,1.386289780208865,0.0,0.63,0.92,0.97,0.99,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.6,0.2,0.6,1.386289780208865,1.1222391722277965,0.0,1.386289780208865,0.0,0.63,0.92,0.97,0.99,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-0.6,0.2,0.6,1.346587012961112,1.1222391722277965,0.0,1.381080575554669,0.13610320012997873,0.449,0.654,0.7929999999999999,0.9040000000000001,0.9469999999999998,"['0', '4', '13', '5', '1', '8', '2', '11', '6', '7', '10', '3', '12', '9', '14', '17', '16', '15', '19', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,0.2,0.6,1.0612082778324712,1.1222391722277965,0.0,1.3436374364917416,0.672463665969716,0.63,0.92,0.97,0.99,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '28', '26']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 18, 'grp_2': 2}"
PREFAIR,synthetic-0.6,0.2,0.6,0.0,1.1222391722277965,1.0,0.0,0.0,0.33,0.33,0.63,0.63,0.77,"['0', '86', '28', '63', '1', '91', '26', '56', '3', '75', '35', '53', '2', '79', '33', '55', '13', '85', '47', '71']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 2, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,0.4,0.6,0.7754270338987802,0.6969296694864817,0.0,1.251107508221824,0.5930273576877796,0.43,0.785,0.8,0.815,0.815,"['0', '1', '3', '2', '13', '9', '7', '22', '18', '15', '5', '20', '8', '11', '33', '28', '31', '30', '29', '25']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 14, 'grp_2': 6}"
MC4,synthetic-0.6,0.4,0.6,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.43,0.695,0.72,0.84,0.99,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.6,0.4,0.6,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.43,0.785,0.93,0.97,0.99,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.6,0.4,0.6,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.43,0.785,0.93,0.97,0.99,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-0.6,0.4,0.6,0.7362882026607346,0.6969296694864816,0.0,0.74278163472605,0.18986720921147088,0.395,0.485,0.6495000000000001,0.7224999999999999,0.867,"['1', '2', '27', '0', '4', '26', '6', '25', '9', '3', '28', '8', '14', '30', '15', '29', '32', '5', '7', '16']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 13, 'grp_2': 7}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,0.4,0.6,0.6931441728290634,0.6969296694864817,0.0,1.1223063761686976,0.47838571093150956,0.43,0.785,0.93,0.97,0.99,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 10, 'grp_2': 10}"
PREFAIR,synthetic-0.6,0.4,0.6,0.0,0.6969296694864817,1.0,0.0,0.0,0.215,0.215,0.43,0.43,0.57,"['0', '33', '53', '90', '1', '32', '55', '89', '3', '31', '59', '93', '2', '30', '64', '85', '13', '29', '69', '75']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,0.6,0.6,0.7754270338987802,0.3026214156834812,0.0,1.251107508221824,0.5930273576877796,0.31666666666666665,0.6033333333333334,0.6266666666666666,0.6633333333333333,0.6633333333333333,"['0', '1', '3', '2', '13', '9', '7', '22', '18', '15', '5', '20', '8', '11', '33', '28', '31', '30', '29', '25']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}","{'grp_1': 14, 'grp_2': 6}"
MC4,synthetic-0.6,0.6,0.6,1.386289780208865,0.3026214156834812,0.0,1.386289780208865,0.0,0.3133333333333333,0.5633333333333332,0.62,0.8233333333333333,0.9766666666666667,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.6,0.6,0.6,1.386289780208865,0.3026214156834812,0.0,1.386289780208865,0.0,0.31666666666666665,0.6033333333333334,0.82,0.9366666666666668,0.9766666666666667,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.6,0.6,0.6,1.386289780208865,0.3026214156834812,0.0,1.386289780208865,0.0,0.31666666666666665,0.6033333333333334,0.82,0.9366666666666668,0.9766666666666667,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-0.6,0.6,0.6,0.3625278696909525,0.3026214156834812,0.0,0.3852702574473585,0.14087092821092154,0.15533333333333335,0.2633333333333333,0.3506666666666666,0.46499999999999997,0.5896666666666667,"['1', '50', '25', '26', '2', '28', '3', '0', '51', '31', '4', '29', '56', '5', '27', '6', '33', '7', '37', '11']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}","{'grp_1': 9, 'grp_2': 8, 'grp_3': 3}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,0.6,0.6,0.2902255450194747,0.3026214156834812,0.0,0.9030551123746949,0.645486618156711,0.31666666666666665,0.6033333333333334,0.82,0.9,0.9,"['0', '1', '2', '3', '4', '5', '6', '25', '26', '27', '28', '29', '30', '31', '50', '51', '52', '53', '54', '56']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}","{'grp_1': 7, 'grp_2': 7, 'grp_3': 6}"
PREFAIR,synthetic-0.6,0.6,0.6,0.0,0.3026214156834812,1.0,0.0,0.0,0.16,0.16,0.31666666666666665,0.31666666666666665,0.44999999999999996,"['0', '33', '93', '52', '1', '32', '85', '53', '3', '31', '80', '54', '2', '30', '78', '55', '13', '29', '75', '56']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 17, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,0.8,0.6,0.7754270338987802,0.031230583656427113,0.0,1.251107508221824,0.5930273576877796,0.245,0.4825,0.52,0.5925,0.5925,"['0', '1', '3', '2', '13', '9', '7', '22', '18', '15', '5', '20', '8', '11', '33', '28', '31', '30', '29', '25']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}","{'grp_1': 14, 'grp_2': 6}"
MC4,synthetic-0.6,0.8,0.6,1.386289780208865,0.031230583656427113,0.0,1.386289780208865,0.0,0.245,0.4625,0.5675,0.7825,0.9475,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}",{'grp_1': 20}
BORDA,synthetic-0.6,0.8,0.6,1.386289780208865,0.031230583656427113,0.0,1.386289780208865,0.0,0.245,0.4825,0.6975,0.8675,0.9475,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}",{'grp_1': 20}
EPIRA,synthetic-0.6,0.8,0.6,1.386289780208865,0.031230583656427113,0.0,1.386289780208865,0.0,0.245,0.4825,0.6975,0.8675,0.9475,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}",{'grp_1': 20}
RAPF,synthetic-0.6,0.8,0.6,0.14668623043990364,0.031230583656427113,0.14285714285714285,0.18414580918322926,0.18414580918322926,0.12025000000000001,0.18125,0.2355,0.292,0.3755,"['0', '25', '50', '1', '76', '51', '28', '53', '32', '3', '54', '2', '33', '57', '4', '26', '31', '56', '5', '30']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}","{'grp_1': 6, 'grp_2': 7, 'grp_3': 6, 'grp_4': 1}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,0.8,0.6,0.0,0.031230583656427113,1.0,0.703885550281976,0.703885550281976,0.245,0.4825,0.6,0.6,0.6,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '78', '79']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.6,0.8,0.6,0.0,0.031230583656427113,1.0,0.0,0.0,0.125,0.125,0.245,0.245,0.3625,"['0', '33', '79', '52', '1', '32', '78', '53', '3', '31', '77', '54', '2', '30', '76', '55', '13', '29', '75', '56']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 13}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.6,1.0,0.6,0.7754270338987802,0.0,0.0,1.251107508221824,0.5930273576877796,0.19799999999999998,0.3899999999999999,0.47,0.556,0.558,"['0', '1', '3', '2', '13', '9', '7', '22', '18', '15', '5', '20', '8', '11', '33', '28', '31', '30', '29', '25']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 14, 'grp_2': 6}"
MC4,synthetic-0.6,1.0,0.6,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19599999999999995,0.384,0.536,0.7239999999999999,0.8960000000000001,"['0', '2', '5', '1', '7', '9', '4', '6', '3', '8', '10', '12', '11', '15', '14', '16', '23', '13', '19', '22']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
BORDA,synthetic-0.6,1.0,0.6,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19799999999999998,0.3899999999999999,0.5780000000000001,0.754,0.8960000000000001,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
EPIRA,synthetic-0.6,1.0,0.6,1.386289780208865,0.0,0.0,1.386289780208865,0.0,0.19799999999999998,0.3899999999999999,0.5780000000000001,0.754,0.8960000000000001,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}",{'grp_1': 20}
RAPF,synthetic-0.6,1.0,0.6,0.0,0.0,1.0,0.0,0.0,0.08919999999999997,0.09879999999999997,0.13699999999999996,0.19479999999999995,0.23420000000000002,"['1', '76', '50', '25', '75', '52', '27', '2', '0', '77', '51', '31', '82', '53', '3', '26', '9', '80', '56', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.6,1.0,0.6,0.0,0.0,1.0,0.703885550281976,0.703885550281976,0.19799999999999998,0.3899999999999999,0.488,0.488,0.488,"['0', '1', '2', '3', '4', '25', '26', '27', '28', '29', '50', '51', '52', '53', '54', '75', '76', '77', '79', '78']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
PREFAIR,synthetic-0.6,1.0,0.6,0.0,0.0,1.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.19799999999999998,0.19799999999999998,0.294,"['0', '33', '79', '52', '1', '32', '78', '53', '3', '31', '77', '54', '2', '30', '76', '55', '13', '29', '75', '56']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.8,0.2,0.8,1.386289780208865,1.2183470183146,0.0,1.386289780208865,0.0,0.68,0.93,0.93,0.93,0.93,"['0', '1', '2', '14', '8', '9', '11', '10', '22', '18', '16', '15', '19', '20', '21', '3', '4', '5', '6', '7']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
MC4,synthetic-0.8,0.2,0.8,1.386289780208865,1.2183470183146,0.0,1.386289780208865,0.0,0.65,0.94,0.94,0.95,1.0,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.8,0.2,0.8,1.386289780208865,1.2183470183146,0.0,1.386289780208865,0.0,0.68,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.8,0.2,0.8,1.386289780208865,1.2183470183146,0.0,1.386289780208865,0.0,0.68,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-0.8,0.2,0.8,1.3664383965849882,1.2183470183145997,0.0,1.3836851778817667,0.06805160006498936,0.6060000000000001,0.913,0.967,0.9970000000000001,0.999,"['0', '1', '3', '2', '7', '6', '9', '5', '4', '10', '8', '14', '17', '11', '13', '15', '16', '12', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,0.2,0.8,1.1877759439701006,1.2183470183146,0.0,1.3602437569378854,0.6805160006498937,0.68,0.98,1.0,1.0,1.0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '28']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 19, 'grp_2': 1}"
PREFAIR,synthetic-0.8,0.2,0.8,0.0,1.2183470183146,1.0,0.0,0.0,0.4,0.4,0.68,0.68,0.93,"['0', '39', '93', '53', '1', '47', '85', '55', '2', '28', '80', '56', '14', '35', '78', '63', '8', '29', '75', '64']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 24, 'grp_2': 1, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.8,0.4,0.8,0.8858888852221218,0.6969296694864817,0.0,1.189194704755508,0.5398879845854183,0.465,0.685,0.69,0.695,0.695,"['0', '1', '2', '14', '8', '9', '11', '10', '22', '19', '28', '25', '16', '12', '15', '17', '18', '26', '6', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 16, 'grp_2': 4}"
MC4,synthetic-0.8,0.4,0.8,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.455,0.76,0.765,0.815,0.995,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.8,0.4,0.8,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.465,0.86,0.975,0.99,0.995,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.8,0.4,0.8,1.386289780208865,0.6969296694864817,0.0,1.386289780208865,0.0,0.465,0.86,0.975,0.99,0.995,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-0.8,0.4,0.8,0.7388447049233102,0.6969296694864816,0.0,0.7482774359488954,0.17603703974441867,0.43600000000000005,0.5505000000000001,0.7310000000000001,0.8745,0.9359999999999999,"['0', '2', '25', '1', '3', '30', '4', '26', '29', '6', '27', '5', '7', '28', '8', '9', '10', '11', '31', '12']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 13, 'grp_2': 7}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,0.4,0.8,0.6931441728290634,0.6969296694864817,0.0,1.1223063761686976,0.47838571093150956,0.465,0.86,0.975,0.99,0.995,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 10, 'grp_2': 10}"
PREFAIR,synthetic-0.8,0.4,0.8,0.0,0.6969296694864817,1.0,0.0,0.0,0.235,0.235,0.465,0.465,0.685,"['0', '93', '73', '26', '1', '85', '72', '27', '2', '80', '71', '28', '14', '78', '66', '29', '8', '75', '55', '32']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 21, 'grp_3': 0, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
STV,synthetic-0.8,0.6,0.8,0.8858888852221218,0.31289858481091526,0.0,1.189194704755508,0.5398879845854183,0.32666666666666666,0.48666666666666664,0.5166666666666666,0.5233333333333333,0.5233333333333333,"['0', '1', '2', '14', '8', '9', '11', '10', '22', '19', '28', '25', '16', '12', '15', '17', '18', '26', '6', '34']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}","{'grp_1': 16, 'grp_2': 4}"
MC4,synthetic-0.8,0.6,0.8,1.386289780208865,0.31289858481091526,0.0,1.386289780208865,0.0,0.3233333333333333,0.6299999999999999,0.7066666666666666,0.8233333333333335,0.99,"['0', '2', '4', '1', '6', '8', '5', '7', '3', '9', '10', '12', '11', '14', '13', '16', '21', '15', '18', '20']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}",{'grp_1': 20}
BORDA,synthetic-0.8,0.6,0.8,1.386289780208865,0.31289858481091526,0.0,1.386289780208865,0.0,0.32666666666666666,0.6366666666666666,0.8666666666666667,0.96,0.99,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}",{'grp_1': 20}
EPIRA,synthetic-0.8,0.6,0.8,1.386289780208865,0.31289858481091526,0.0,1.386289780208865,0.0,0.32666666666666666,0.6366666666666666,0.8666666666666667,0.96,0.99,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}",{'grp_1': 20}
RAPF,synthetic-0.8,0.6,0.8,0.3447249108046701,0.31289858481091526,0.0,0.3803017066789687,0.17666409280991538,0.1626666666666666,0.32399999999999995,0.381,0.48966666666666664,0.6143333333333333,"['0', '25', '1', '50', '27', '30', '51', '2', '32', '3', '4', '26', '53', '5', '31', '7', '29', '33', '8', '54']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}","{'grp_1': 8, 'grp_2': 8, 'grp_3': 4}"
BALANCED-COMMITTEE-ELECTION,synthetic-0.8,0.6,0.8,0.2902255450194747,0.31289858481091526,0.0,0.9030551123746949,0.645486618156711,0.32666666666666666,0.6366666666666666,0.8666666666666667,0.9266666666666667,0.9266666666666667,"['0', '1', '2', '3', '4', '5', '6', '25', '26', '27', '28', '29', '30', '31', '50', '51', '52', '53', '54', '55']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}","{'grp_1': 7, 'grp_2': 7, 'grp_3': 6}"
PREFAIR,synthetic-0.8,0.6,0.8,0.0,0.31289858481091526,1.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.32666666666666666,0.32666666666666666,0.48333333333333334,"['0', '93', '54', '26', '1', '85', '53', '27', '2', '80', '52', '28', '14', '78', '51', '29', '8', '75', '50', '32']","{'grp_1': 25, 'grp_2': 25, 'grp_3': 25, 'grp_4': 25}","{'grp_1': 25, 'grp_2': 25, 'grp_3': 15, 'grp_4': 0}","{'grp_1': 5, 'grp_2': 5, 'grp_3': 5, 'grp_4': 5}"
